DetectionTime,Image,Distance,Predicted
0.293638944626 , im_1.png , 3.15992968755 , 1412.90056426
0.293638944626 , im_1.png , 3.15992968755 , 367.375201752
0.286140918732 , im_2.png , 3.15927288546 , 1368.81740334
0.286140918732 , im_2.png , 3.15927288546 , 371.092047933
0.297857999802 , im_3.png , 3.15763028982 , 377.802217442
0.286864995956 , im_4.png , 3.15696335693 , 395.583481155
0.290439128876 , im_5.png , 3.15598991976 , 414.245537978
0.287124872208 , im_6.png , 3.15558401389 , 411.187492998
0.27893280983 , im_7.png , 3.1549564849 , 396.291908292
0.287066221237 , im_8.png , 3.15459223047 , 387.817390144
0.286531209946 , im_16.png , 3.1946654441 , 1083.44276681
0.288375139236 , im_17.png , 3.19603437365 , 400.63105871
0.288375139236 , im_17.png , 3.19603437365 , 1132.19284098
0.287176132202 , im_18.png , 3.19657959249 , 407.062514979
0.287176132202 , im_18.png , 3.19657959249 , 1111.64553984
0.291364908218 , im_19.png , 3.19724768957 , 417.885135087
0.291364908218 , im_19.png , 3.19724768957 , 1114.78186229
0.287169933319 , im_20.png , 3.20320449387 , 1125.54119173
0.289679050446 , im_21.png , 3.20668708578 , 1181.47459185
0.285032987595 , im_22.png , 3.2074915075 , 1154.16656726
0.288554906845 , im_23.png , 3.20794477382 , 429.478453604
0.288554906845 , im_23.png , 3.20794477382 , 1132.42635187
0.284488916397 , im_24.png , 3.21962761068 , 1132.78205824
0.286355018616 , im_25.png , 3.2266525761 , 1164.81602485
0.289222002029 , im_26.png , 3.23098024986 , 1156.24579392
0.296858072281 , im_27.png , 3.23734198409 , 483.693885234
0.296858072281 , im_27.png , 3.23734198409 , 1147.01938777
0.288757801056 , im_28.png , 3.24361740295 , 447.085186148
0.288757801056 , im_28.png , 3.24361740295 , 1156.41688865
0.286534070969 , im_29.png , 3.24635616013 , 451.622468634
0.286534070969 , im_29.png , 3.24635616013 , 1142.44918537
0.286453008652 , im_30.png , 3.24653808789 , 443.906450253
0.286453008652 , im_30.png , 3.24653808789 , 1145.25173117
0.291400909424 , im_31.png , 3.24863727416 , 452.479073183
0.291400909424 , im_31.png , 3.24863727416 , 1131.35342231
0.284611940384 , im_32.png , 3.25028570174 , 462.91338415
0.284611940384 , im_32.png , 3.25028570174 , 1115.17790335
0.281384944916 , im_33.png , 3.26047103817 , 462.526811493
0.281384944916 , im_33.png , 3.26047103817 , 1128.24652951
0.278321027756 , im_34.png , 3.26507510809 , 452.072986482
0.278321027756 , im_34.png , 3.26507510809 , 1165.08357153
0.288063049316 , im_35.png , 3.27097035711 , 452.489723981
0.288063049316 , im_35.png , 3.27097035711 , 1150.7618816
0.290302038193 , im_36.png , 3.27159550689 , 456.045379034
0.290302038193 , im_36.png , 3.27159550689 , 1143.98061419
0.285884141922 , im_37.png , 3.27241618253 , 458.066543799
0.288680076599 , im_49.png , 3.22005586758 , 366.720637093
0.294010162354 , im_53.png , 3.21953175782 , 363.882770778
0.291404008865 , im_54.png , 3.21908689901 , 370.773059778
0.283889055252 , im_66.png , 3.1691754956 , 386.881339701
0.28110909462 , im_67.png , 3.17309944032 , 392.916544557
0.281712055206 , im_85.png , 3.13705939089 , 359.396487818
0.287528991699 , im_86.png , 3.13812417884 , 360.819906518
0.288626909256 , im_87.png , 3.14351995809 , 367.748622697
0.28230214119 , im_88.png , 3.14354203495 , 370.49753322
0.294178962708 , im_89.png , 3.14731331996 , 388.27932788
0.293489933014 , im_90.png , 3.14872891121 , 389.29628217
0.284312009811 , im_91.png , 3.14704903642 , 397.546489727
0.288449048996 , im_103.png , 3.16700325805 , 1352.1864115
0.28319311142 , im_104.png , 3.16781835363 , 1334.54688762
0.289822816849 , im_105.png , 3.17163211762 , 1297.51504837
0.293617963791 , im_106.png , 3.18091673268 , 389.477096093
0.293617963791 , im_106.png , 3.18091673268 , 1325.35530862
0.291975975037 , im_107.png , 3.19160964278 , 377.824364801
0.291975975037 , im_107.png , 3.19160964278 , 1319.59831907
0.28067111969 , im_108.png , 3.20537828814 , 387.34767194
0.28067111969 , im_108.png , 3.20537828814 , 1336.83996808
0.2902739048 , im_109.png , 3.2148788142 , 383.029569994
0.290082931519 , im_116.png , 3.19811271147 , 352.738859508
0.287383079529 , im_117.png , 3.207873286 , 555.094964953
0.287383079529 , im_117.png , 3.207873286 , 335.896939826
0.285920858383 , im_118.png , 3.2101640493 , 564.537240194
0.285920858383 , im_118.png , 3.2101640493 , 332.569463356
0.292423963547 , im_119.png , 3.2191892769 , 561.861062652
0.292423963547 , im_119.png , 3.2191892769 , 337.308264498
0.292273044586 , im_120.png , 3.21598345148 , 332.262637109
0.289498806 , im_121.png , 3.21377077701 , 344.166989295
0.290505886078 , im_134.png , 3.18977398815 , 375.857717267
0.289588928223 , im_135.png , 3.18841432808 , 376.601684496
0.290066003799 , im_136.png , 3.18761720894 , 390.393514981
0.291462182999 , im_137.png , 3.17611674287 , 395.730533253
0.285830974579 , im_138.png , 3.16584618261 , 410.362752061
0.286544084549 , im_139.png , 3.16434466747 , 420.223044246
0.296159982681 , im_140.png , 3.15909719004 , 432.021275147
0.286529064178 , im_141.png , 3.15613485223 , 460.274435126
0.290843963623 , im_155.png , 3.22664529357 , 580.037464738
0.29657793045 , im_156.png , 3.22913781034 , 611.722371388
0.280845880508 , im_157.png , 3.22089744659 , 625.375959192
0.293020963669 , im_158.png , 3.21084214921 , 628.675877797
0.287769079208 , im_159.png , 3.20297837192 , 633.913307652
0.294611930847 , im_160.png , 3.19915017796 , 618.819306847
0.28503704071 , im_161.png , 3.19884964523 , 610.036775967
